Material,Z_Average,Z_Weighted_Average,Z_Max,Z_Min,Z_Std_dev,Z_Weighted_Std_dev,Electronegativity_Average,Electronegativity_Weighted_Average,Electronegativity_Max,Electronegativity_Min,Electronegativity_Std_dev,Electronegativity_Weighted_Std_dev,IonizationPotential_Average,IonizationPotential_Weighted_Average,IonizationPotential_Max,IonizationPotential_Min,IonizationPotential_Std_dev,IonizationPotential_Weighted_Std_dev,ElectronAffinity_Average,ElectronAffinity_Weighted_Average,ElectronAffinity_Max,ElectronAffinity_Min,ElectronAffinity_Std_dev,ElectronAffinity_Weighted_Std_dev,HOMO_Average,HOMO_Weighted_Average,HOMO_Max,HOMO_Min,HOMO_Std_dev,HOMO_Weighted_Std_dev,LUMO_Average,LUMO_Weighted_Average,LUMO_Max,LUMO_Min,LUMO_Std_dev,LUMO_Weighted_Std_dev,r_s_orbital_Average,r_s_orbital_Weighted_Average,r_s_orbital_Max,r_s_orbital_Min,r_s_orbital_Std_dev,r_s_orbital_Weighted_Std_dev,r_p_orbital_Average,r_p_orbital_Weighted_Average,r_p_orbital_Max,r_p_orbital_Min,r_p_orbital_Std_dev,r_p_orbital_Weighted_Std_dev,r_atomic_nonbonded_Average,r_atomic_nonbonded_Weighted_Average,r_atomic_nonbonded_Max,r_atomic_nonbonded_Min,r_atomic_nonbonded_Std_dev,r_atomic_nonbonded_Weighted_Std_dev,r_valence_lastorbital_Average,r_valence_lastorbital_Weighted_Average,r_valence_lastorbital_Max,r_valence_lastorbital_Min,r_valence_lastorbital_Std_dev,r_valence_lastorbital_Weighted_Std_dev,Valence_Average,Valence_Weighted_Average,Valence_Max,Valence_Min,Valence_Std_dev,Valence_Weighted_Std_dev,PeriodicColumn_upto18_Average,PeriodicColumn_upto18_Weighted_Average,PeriodicColumn_upto18_Max,PeriodicColumn_upto18_Min,PeriodicColumn_upto18_Std_dev,PeriodicColumn_upto18_Weighted_Std_dev,NumberUnfilledOrbitals_Average,NumberUnfilledOrbitals_Weighted_Average,NumberUnfilledOrbitals_Max,NumberUnfilledOrbitals_Min,NumberUnfilledOrbitals_Std_dev,NumberUnfilledOrbitals_Weighted_Std_dev,Polarizability_Average,Polarizability_Weighted_Average,Polarizability_Max,Polarizability_Min,Polarizability_Std_dev,Polarizability_Weighted_Std_dev,Heat of formation,Energy above convex hull
V4O10,15.5,12.2857,23,8,7.5,11.5396,2.0,2.4286,3,1,1.0,1.5386,-11.5,-13.4286,-7,-16,4.5,6.9238,-1.0,-1.4286,0,-2,1.0,1.5386,-6.5,-7.5714,-4,-9,2.5,3.8465,2.0,2.8571,4,0,2.0,3.0772,0.5,0.2857,1,0,0.5,0.7693,0.5,0.2857,1,0,0.5,0.7693,0.5,0.2857,1,0,0.5,0.7693,0.0,0.0,0,0,0.0,0.0,5.5,5.7143,6,5,0.5,0.7693,10.5,12.8571,16,5,5.5,8.4624,4.5,3.4286,7,2,2.5,3.8465,43.0,26.7143,81,5,38.0,58.4675,-2.26,0.0
Cu2Sb2Se4,38.0,37.0,51,29,9.4163,16.4012,1.6667,1.75,2,1,0.4714,0.8292,-8.6667,-9.0,-8,-10,0.9428,1.7321,-1.3333,-1.5,-1,-2,0.4714,0.866,-4.6667,-5.0,-4,-6,0.9428,1.7321,3.0,3.25,4,1,1.4142,2.4875,0.6667,0.5,1,0,0.4714,0.866,0.6667,0.5,1,0,0.4714,0.866,1.0,1.0,1,1,0.0,0.0,0.6667,0.5,1,0,0.4714,0.866,14.0,14.5,16,11,2.1602,3.8406,14.0,14.5,16,11,2.1602,3.8406,2.0,2.0,3,1,0.8165,1.4142,40.3333,36.75,53,26,11.0855,20.1789,-0.15,0.06
Ni2Se2,31.0,31.0,34,28,3.0,4.2426,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-7,-10,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-5.0,-5.0,-4,-6,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,13.0,13.0,16,10,3.0,4.2426,13.0,13.0,16,10,3.0,4.2426,2.0,2.0,2,2,0.0,0.0,37.0,37.0,48,26,11.0,15.5563,-0.25,0.04
Zr2Cl2,28.5,28.5,40,17,11.5,16.2635,2.0,2.0,3,1,1.0,1.4142,-9.5,-9.5,-6,-13,3.5,4.9497,-1.5,-1.5,0,-3,1.5,2.1213,-5.5,-5.5,-3,-8,2.5,3.5355,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,5.5,5.5,7,4,1.5,2.1213,10.5,10.5,17,4,6.5,9.1924,4.5,4.5,8,1,3.5,4.9497,67.5,67.5,121,14,53.5,75.6604,-1.33,-0.01
Bi4Sr2O8,43.0,33.7143,83,8,30.8221,55.7555,1.6667,2.2857,3,0,1.2472,2.4117,-9.3333,-11.8571,-5,-16,4.7842,9.3688,-1.0,-1.4286,0,-2,0.8165,1.5972,-5.3333,-6.7143,-3,-9,2.6247,5.1369,1.6667,2.7143,4,-1,2.0548,3.9949,0.3333,0.1429,1,0,0.4714,0.8806,1.0,0.5714,2,0,0.8165,1.5972,0.6667,0.4286,1,0,0.4714,0.9147,0.6667,0.4286,1,0,0.4714,0.9147,12.3333,12.0,29,2,11.8977,20.6155,11.0,13.7143,16,2,6.377,12.0043,1.6667,2.0,3,0,1.2472,2.2361,84.0,45.2857,197,5,81.9878,157.0426,-1.77,-0.09
Co8Ta4Te8,50.6667,46.2,73,27,18.8031,33.4742,1.3333,1.4,2,1,0.4714,0.8246,-7.6667,-7.8,-7,-9,0.9428,1.6492,-1.0,-1.2,0,-2,0.8165,1.456,-4.0,-4.2,-3,-5,0.8165,1.456,1.0,1.2,3,0,1.4142,2.4739,0.6667,0.6,1,0,0.4714,0.8246,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.3333,0.4,1,0,0.4714,0.8246,14.6667,13.8,19,9,4.1899,7.4108,10.0,11.0,16,5,4.5461,8.0623,4.0,3.4,7,2,2.1602,3.8833,59.3333,53.6,88,37,21.2968,38.2005,-0.36,-0.06
Ga2MnS4,24.0,21.5714,31,16,6.1644,11.4758,1.3333,1.5714,2,1,0.4714,0.9147,-7.6667,-8.7143,-5,-11,2.4944,4.6861,-1.0,-1.2857,0,-2,0.8165,1.4983,-4.3333,-5.1429,-2,-7,2.0548,3.8253,2.6667,3.2857,4,1,1.2472,2.4117,0.6667,0.4286,1,0,0.4714,0.9147,0.6667,0.4286,1,0,0.4714,0.9147,1.0,1.0,1,1,0.0,0.0,0.3333,0.2857,1,0,0.4714,0.8207,8.6667,8.1429,13,6,3.0912,5.4304,12.0,13.8571,16,7,3.7417,7.2351,4.0,3.2857,5,2,1.4142,2.7442,45.0,34.7143,65,19,19.2527,37.8072,-0.54,0.12
In2Si2Te6,38.3333,43.8,52,14,17.2498,31.342,1.3333,1.6,2,1,0.4714,0.9381,-7.0,-7.8,-5,-9,1.633,3.1496,-0.6667,-1.2,0,-2,0.9428,1.8762,-3.6667,-4.2,-2,-5,1.2472,2.3495,2.6667,2.8,3,2,0.4714,0.8485,0.3333,0.2,1,0,0.4714,0.8485,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,11.0,13.0,16,4,5.099,9.4868,14.3333,15.0,16,13,1.2472,2.4495,3.6667,3.0,5,2,1.2472,2.4495,45.3333,42.0,62,37,11.7851,21.2132,-0.21,-0.05
Mg2P2Se6,20.3333,25.8,34,12,9.7411,19.3474,1.6667,1.8,2,1,0.4714,0.8485,-8.6667,-9.2,-7,-10,1.2472,2.3495,-0.6667,-1.2,1,-2,1.2472,2.3495,-5.0,-5.4,-4,-6,0.8165,1.5748,2.3333,3.0,4,-1,2.357,4.2426,0.3333,0.2,1,0,0.4714,0.8485,0.3333,0.2,1,0,0.4714,0.8485,1.0,1.0,1,1,0.0,0.0,0.3333,0.2,1,0,0.4714,0.8485,7.6667,11.0,16,2,6.0185,11.9164,11.0,13.0,16,2,6.377,11.5758,1.6667,1.8,3,0,1.2472,2.1726,40.0,34.4,70,24,21.2289,38.0274,-0.62,-0.08
Nb2As2Ge2,35.3333,35.3333,41,32,4.0277,6.9761,1.6667,1.6667,2,1,0.4714,0.8165,-7.6667,-7.6667,-7,-9,0.9428,1.633,-0.3333,-0.3333,0,-1,0.4714,0.8165,-4.0,-4.0,-3,-5,0.8165,1.4142,2.3333,2.3333,4,0,1.6997,2.9439,0.3333,0.3333,1,0,0.4714,0.8165,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.6667,0.6667,1,0,0.4714,0.8165,11.3333,11.3333,15,5,4.4969,7.7889,11.3333,11.3333,15,5,4.4969,7.7889,4.6667,4.6667,7,3,1.6997,2.9439,58.0,58.0,106,29,34.1858,59.2115,-0.23,0.24
Nb2Pd2Te10,46.3333,49.5714,52,41,4.4969,9.598,1.6667,1.8571,2,1,0.4714,0.8806,-8.0,-8.5714,-7,-9,0.8165,1.7261,-0.6667,-1.4286,0,-2,0.9428,2.0996,-4.3333,-4.7143,-4,-5,0.4714,1.0498,0.0,1.7143,3,-3,2.4495,5.1785,0.6667,0.2857,1,0,0.4714,1.0498,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.3333,0.7143,1,0,0.4714,1.0498,10.3333,13.5714,16,5,4.4969,9.598,10.3333,13.5714,16,5,4.4969,9.598,3.0,2.4286,7,0,2.9439,5.1942,58.3333,46.1429,106,32,33.7672,62.1811,-0.39,-0.02
Pd2N4O12,20.3333,12.0,46,7,18.1537,34.5977,2.6667,2.8889,3,2,0.4714,0.9027,-12.3333,-14.4444,-8,-16,3.2998,6.785,-1.0,-1.5556,0,-2,0.8165,1.7106,-6.6667,-8.0,-4,-9,2.0548,4.2426,1.6667,3.2222,4,-3,3.2998,6.3187,0.3333,0.1111,1,0,0.4714,0.9027,0.3333,0.1111,1,0,0.4714,0.9027,0.3333,0.1111,1,0,0.4714,0.9027,0.0,0.0,0,0,0.0,0.0,7.0,6.2222,10,5,2.1602,3.9768,13.6667,15.1111,16,10,2.6247,5.189,1.6667,2.0,3,0,1.2472,2.2361,14.6667,8.4444,32,5,12.2837,23.8499,-0.39,-0.08
Pt4Tl2Se6,64.3333,56.5,81,34,21.4838,39.6074,2.0,2.0,2,2,0.0,0.0,-8.0,-8.8333,-5,-10,2.1602,4.0104,-1.3333,-1.6667,0,-2,0.9428,1.7321,-4.3333,-5.0,-2,-6,1.6997,3.1623,2.0,2.3333,4,0,1.633,2.8867,0.3333,0.1667,1,0,0.4714,0.866,0.6667,0.5,1,0,0.4714,0.866,1.0,1.0,1,1,0.0,0.0,0.3333,0.1667,1,0,0.4714,0.866,22.3333,20.5,27,16,4.6428,8.6458,13.0,13.5,16,10,2.4495,4.3301,3.0,2.5,5,2,1.4142,2.5981,40.3333,36.1667,51,26,10.5304,19.615,-0.44,-0.08
Ta3I7Se,53.3333,56.7273,73,34,15.9234,28.1997,1.6667,1.7273,2,1,0.4714,0.8232,-9.3333,-9.8182,-7,-11,1.6997,3.0614,-1.6667,-2.0909,0,-3,1.2472,2.2818,-5.3333,-5.8182,-3,-7,1.6997,3.0614,2.6667,2.9091,4,0,1.8856,3.2929,0.3333,0.2727,1,0,0.4714,0.8232,0.6667,0.9091,1,0,0.4714,0.9181,1.0,1.0,1,1,0.0,0.0,0.3333,0.6364,1,0,0.4714,0.9707,17.3333,17.4545,19,16,1.2472,2.1704,12.6667,13.6364,17,5,5.4365,9.5649,3.3333,2.7273,7,1,2.6247,4.6657,49.3333,48.0,88,26,27.5358,47.7493,-0.52,-0.03
Y2Cl2O4,21.3333,18.0,39,8,13.0213,23.2809,2.3333,2.5,3,1,0.9428,1.6583,-11.6667,-12.75,-6,-16,4.1899,7.4958,-1.6667,-1.75,0,-3,1.2472,2.1651,-6.3333,-7.0,-2,-9,3.0912,5.4772,2.6667,3.0,4,0,1.8856,3.3166,0.3333,0.25,1,0,0.4714,0.8292,0.3333,0.25,1,0,0.4714,0.8292,0.3333,0.25,1,0,0.4714,0.8292,0.0,0.0,0,0,0.0,0.0,5.3333,5.5,7,3,1.6997,2.958,12.0,13.0,17,3,6.377,11.1803,4.0,3.5,9,1,3.559,6.2249,57.3333,44.25,153,5,67.7463,119.5081,-1.81,0.5
Zr2Cl2N2,21.3333,21.3333,40,7,13.8163,23.9305,2.3333,2.3333,3,1,0.9428,1.633,-10.6667,-10.6667,-6,-13,3.2998,5.7155,-1.3333,-1.3333,0,-3,1.2472,2.1602,-6.0,-6.0,-3,-8,2.1602,3.7417,2.6667,2.6667,4,0,1.8856,3.266,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.3333,0.3333,1,0,0.4714,0.8165,0.0,0.0,0,0,0.0,0.0,5.3333,5.3333,7,4,1.2472,2.1602,12.0,12.0,17,4,5.7155,9.8995,4.0,4.0,8,1,2.9439,5.099,47.3333,47.3333,121,7,52.1685,90.3585,-1.89,-0.02
Ni4Ta2Se2Te2,46.75,43.0,73,28,17.541,35.8748,1.5,1.4,2,1,0.5,1.0198,-8.25,-8.0,-7,-10,1.299,2.6458,-1.25,-1.2,0,-2,0.8292,1.6613,-4.5,-4.4,-3,-6,1.118,2.245,1.75,1.4,4,0,1.7854,3.6387,0.5,0.6,1,0,0.5,1.0198,0.75,0.8,1,0,0.433,0.8718,1.0,1.0,1,1,0.0,0.0,0.25,0.2,1,0,0.433,0.8718,15.25,14.2,19,10,3.2692,6.8673,11.75,11.4,16,5,4.603,9.2326,3.25,3.0,7,2,2.1651,4.3589,49.75,49.4,88,26,23.4134,46.832,-0.51,-0.02
Pt2Cl2,47.5,47.5,78,17,30.5,43.1335,2.5,2.5,3,2,0.5,0.7071,-11.0,-11.0,-9,-13,2.0,2.8284,-2.5,-2.5,-2,-3,0.5,0.7071,-6.5,-6.5,-5,-8,1.5,2.1213,2.0,2.0,4,0,2.0,2.8284,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,15.5,15.5,24,7,8.5,12.0208,13.5,13.5,17,10,3.5,4.9497,1.5,1.5,2,1,0.5,0.7071,29.0,29.0,44,14,15.0,21.2132,-0.34,0.0
Cr3C2F2,13.0,14.5714,24,6,7.874,13.9071,2.0,1.8571,3,1,0.8165,1.4357,-12.0,-11.2857,-7,-19,5.099,8.918,-1.3333,-1.1429,0,-4,1.8856,3.2826,-6.6667,-6.2857,-4,-11,3.0912,5.3946,1.3333,1.1429,3,0,1.2472,2.1853,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,5.6667,5.7143,7,4,1.2472,2.1618,12.3333,11.4286,17,6,4.6428,8.1928,3.6667,4.0,6,1,2.0548,3.6056,30.6667,37.4286,78,3,33.6287,59.4124,-0.86,0.23
Ir2S2,46.5,46.5,77,16,30.5,43.1335,2.0,2.0,2,2,0.0,0.0,-9.5,-9.5,-8,-11,1.5,2.1213,-2.0,-2.0,-2,-2,0.0,0.0,-6.0,-6.0,-5,-7,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14.5,14.5,23,6,8.5,12.0208,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,35.0,35.0,51,19,16.0,22.6274,-0.19,0.16
Zr3N2O2,18.3333,21.4286,40,7,15.3261,27.0815,2.3333,2.1429,3,1,0.9428,1.666,-11.6667,-10.8571,-6,-16,4.1899,7.3914,-1.0,-0.8571,0,-2,0.8165,1.4357,-6.3333,-5.8571,-3,-9,2.4944,4.3985,2.6667,2.2857,4,0,1.8856,3.332,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.3333,0.4286,1,0,0.4714,0.833,0.0,0.0,0,0,0.0,0.0,5.0,4.8571,6,4,0.8165,1.4357,11.6667,10.5714,16,4,5.4365,9.6055,4.3333,4.8571,8,2,2.6247,4.6357,44.3333,55.2857,121,5,54.2177,95.8046,-2.43,0.09
Sc3N2,14.0,15.4,21,7,7.0,10.0955,2.0,1.8,3,1,1.0,1.4422,-10.0,-9.4,-7,-13,3.0,4.3267,-0.5,-0.4,0,-1,0.5,0.7211,-5.0,-4.6,-3,-7,2.0,2.8844,2.0,1.6,4,0,2.0,2.8844,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.5,0.6,1,0,0.5,0.7211,0.0,0.0,0,0,0.0,0.0,4.0,3.8,5,3,1.0,1.4422,9.0,7.8,15,3,6.0,8.6533,6.0,6.6,9,3,3.0,4.3267,57.0,67.0,107,7,50.0,72.111,-1.24,0.31
Sc4C3F2,12.0,13.3333,21,6,6.4807,11.4601,2.0,1.7778,3,1,0.8165,1.4656,-12.0,-10.6667,-7,-19,5.099,9.1287,-1.3333,-0.8889,0,-4,1.8856,3.3555,-6.3333,-5.4444,-3,-11,3.3993,6.0858,1.3333,1.2222,3,0,1.2472,2.1688,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.0,0.0,0,0,0.0,0.0,4.6667,4.2222,7,3,1.6997,3.0429,11.3333,9.7778,17,3,6.0185,10.7669,4.6667,5.5556,9,1,3.2998,5.9192,40.3333,51.8889,107,3,47.2535,84.2571,-1.46,0.16
Cr4N3O2,13.0,14.7778,24,7,7.7889,13.8377,2.3333,2.1111,3,1,0.9428,1.6777,-12.0,-11.0,-7,-16,3.7417,6.7082,-1.0,-0.7778,0,-2,0.8165,1.4656,-6.6667,-6.1111,-4,-9,2.0548,3.6868,2.6667,2.2222,4,0,1.8856,3.3555,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.3333,0.4444,1,0,0.4714,0.8389,0.0,0.0,0,0,0.0,0.0,5.6667,5.6667,6,5,0.4714,0.8165,12.3333,11.2222,16,6,4.4969,8.0231,3.6667,4.1111,6,2,1.6997,3.0429,30.0,38.1111,78,5,33.9509,60.4597,-0.86,0.14
Al2S2,14.5,14.5,16,13,1.5,2.1213,1.5,1.5,2,1,0.5,0.7071,-8.0,-8.0,-5,-11,3.0,4.2426,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-2,-7,2.5,3.5355,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,4.5,4.5,6,3,1.5,2.1213,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,37.0,37.0,55,19,18.0,25.4558,-0.89,0.0
Co2Se2,30.5,30.5,34,27,3.5,4.9497,1.5,1.5,2,1,0.5,0.7071,-8.5,-8.5,-7,-10,1.5,2.1213,-1.5,-1.5,-1,-2,0.5,0.7071,-5.0,-5.0,-4,-6,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.5,12.5,16,9,3.5,4.9497,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,39.5,39.5,53,26,13.5,19.0919,-0.27,0.02
Ga2Se2,32.5,32.5,34,31,1.5,2.1213,1.5,1.5,2,1,0.5,0.7071,-7.5,-7.5,-5,-10,2.5,3.5355,-1.0,-1.0,0,-2,1.0,1.4142,-4.0,-4.0,-2,-6,2.0,2.8284,3.5,3.5,4,3,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,14.5,14.5,16,13,1.5,2.1213,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,38.5,38.5,51,26,12.5,17.6777,-0.6,0.0
Ge2Te2,42.0,42.0,52,32,10.0,14.1421,2.0,2.0,2,2,0.0,0.0,-8.0,-8.0,-7,-9,1.0,1.4142,-1.0,-1.0,0,-2,1.0,1.4142,-4.0,-4.0,-3,-5,1.0,1.4142,3.0,3.0,3,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,15.0,15.0,16,14,1.0,1.4142,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,38.0,38.0,39,37,1.0,1.4142,-0.04,0.05
HgSe,57.0,57.0,80,34,23.0,32.5269,2.0,2.0,2,2,0.0,0.0,-10.0,-10.0,-10,-10,0.0,0.0,-0.5,-0.5,1,-2,1.5,2.1213,-6.0,-6.0,-6,-6,0.0,0.0,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,21.0,21.0,26,16,5.0,7.0711,14.0,14.0,16,12,2.0,2.8284,1.0,1.0,2,0,1.0,1.4142,30.0,30.0,34,26,4.0,5.6569,-0.09,0.16
Pb2Te2,67.0,67.0,82,52,15.0,21.2132,2.0,2.0,2,2,0.0,0.0,-7.5,-7.5,-6,-9,1.5,2.1213,-1.0,-1.0,0,-2,1.0,1.4142,-4.0,-4.0,-3,-5,1.0,1.4142,2.5,2.5,3,2,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,22.0,22.0,28,16,6.0,8.4853,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,42.0,42.0,47,37,5.0,7.0711,-0.35,0.07
Rh2Se2,39.5,39.5,45,34,5.5,7.7782,2.0,2.0,2,2,0.0,0.0,-9.0,-9.0,-8,-10,1.0,1.4142,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-3,-6,1.5,2.1213,0.5,0.5,4,-3,3.5,4.9497,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,12.5,12.5,16,9,3.5,4.9497,12.5,12.5,16,9,3.5,4.9497,2.5,2.5,3,2,0.5,0.7071,42.0,42.0,58,26,16.0,22.6274,-0.28,0.05
S2Si2,15.0,15.0,16,14,1.0,1.4142,1.5,1.5,2,1,0.5,0.7071,-9.0,-9.0,-7,-11,2.0,2.8284,-1.0,-1.0,0,-2,1.0,1.4142,-5.5,-5.5,-4,-7,1.5,2.1213,3.5,3.5,4,3,0.5,0.7071,0.0,0.0,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,5.0,5.0,6,4,1.0,1.4142,15.0,15.0,16,14,1.0,1.4142,3.0,3.0,4,2,1.0,1.4142,28.0,28.0,37,19,9.0,12.7279,-0.06,0.45
Tl2S2,48.5,48.5,81,16,32.5,45.9619,2.0,2.0,2,2,0.0,0.0,-8.0,-8.0,-5,-11,3.0,4.2426,-1.0,-1.0,0,-2,1.0,1.4142,-4.5,-4.5,-2,-7,2.5,3.5355,3.0,3.0,4,2,1.0,1.4142,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,16.5,16.5,27,6,10.5,14.8492,14.5,14.5,16,13,1.5,2.1213,3.5,3.5,5,2,1.5,2.1213,35.0,35.0,51,19,16.0,22.6274,-0.15,0.12
Zn2S2,23.0,23.0,30,16,7.0,9.8995,1.5,1.5,2,1,0.5,0.7071,-10.0,-10.0,-9,-11,1.0,1.4142,-0.5,-0.5,1,-2,1.5,2.1213,-6.0,-6.0,-5,-7,1.0,1.4142,2.0,2.0,4,0,2.0,2.8284,0.5,0.5,1,0,0.5,0.7071,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,9.0,9.0,12,6,3.0,4.2426,14.0,14.0,16,12,2.0,2.8284,1.0,1.0,2,0,1.0,1.4142,28.5,28.5,38,19,9.5,13.435,-0.69,0.14
Zr2Te2,46.0,46.0,52,40,6.0,8.4853,1.5,1.5,2,1,0.5,0.7071,-7.5,-7.5,-6,-9,1.5,2.1213,-1.0,-1.0,0,-2,1.0,1.4142,-4.0,-4.0,-3,-5,1.0,1.4142,1.5,1.5,3,0,1.5,2.1213,0.5,0.5,1,0,0.5,0.7071,1.0,1.0,1,1,0.0,0.0,1.0,1.0,1,1,0.0,0.0,0.5,0.5,1,0,0.5,0.7071,10.0,10.0,16,4,6.0,8.4853,10.0,10.0,16,4,6.0,8.4853,5.0,5.0,8,2,3.0,4.2426,79.0,79.0,121,37,42.0,59.397,-0.3,0.62
Al2Se4,23.5,27.0,34,13,10.5,15.6525,1.5,1.6667,2,1,0.5,0.7454,-7.5,-8.3333,-5,-10,2.5,3.7268,-1.0,-1.3333,0,-2,1.0,1.4907,-4.0,-4.6667,-2,-6,2.0,2.9814,3.5,3.6667,4,3,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,0.5,0.3333,1,0,0.5,0.7454,1.0,1.0,1,1,0.0,0.0,0.5,0.3333,1,0,0.5,0.7454,9.5,11.6667,16,3,6.5,9.6896,14.5,15.0,16,13,1.5,2.2361,3.5,3.0,5,2,1.5,2.2361,40.5,35.6667,55,26,14.5,21.6153,-0.55,0.15
BaBr2,45.5,42.0,56,35,10.5,15.6525,1.0,1.3333,2,0,1.0,1.4907,-8.5,-9.6667,-5,-12,3.5,5.2175,-1.0,-1.6667,1,-3,2.0,2.9814,-5.0,-5.6667,-3,-7,2.0,2.9814,2.0,3.0,5,-1,3.0,4.4721,1.0,0.6667,2,0,1.0,1.4907,1.0,0.6667,2,0,1.0,1.4907,1.0,1.0,1,1,0.0,0.0,1.0,0.6667,2,0,1.0,1.4907,9.5,12.0,17,2,7.5,11.1803,9.5,12.0,17,2,7.5,11.1803,0.5,0.6667,1,0,0.5,0.7454,146.5,104.6667,272,21,125.5,187.0843,-2.19,0.06
CaBr2,27.5,30.0,35,20,7.5,11.1803,1.5,1.6667,2,1,0.5,0.7454,-9.0,-10.0,-6,-12,3.0,4.4721,-1.0,-1.6667,1,-3,2.0,2.9814,-5.0,-5.6667,-3,-7,2.0,2.9814,2.0,3.0,5,-1,3.0,4.4721,0.5,0.3333,1,0,0.5,0.7454,1.0,0.6667,2,0,1.0,1.4907,1.0,1.0,1,1,0.0,0.0,0.5,0.3333,1,0,0.5,0.7454,9.5,12.0,17,2,7.5,11.1803,9.5,12.0,17,2,7.5,11.1803,0.5,0.6667,1,0,0.5,0.7454,90.5,67.3333,160,21,69.5,103.6045,-2.08,0.0
